Assessment_Name,Assessment_url,Description,Duration,Test_Type,Adaptive
Geoscience Engineering (New),https://www.shl.com/products/product-catalog/view/geoscience-engineering-new/,"Geoscience Engineering (New): Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Global Skills Assessment,https://www.shl.com/products/product-catalog/view/global-skills-assessment/,Global Skills Assessment: The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Graduate Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/,Graduate Scenarios Narrative Report: Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Graduate Scenarios,https://www.shl.com/products/product-catalog/view/graduate-scenarios/,Graduate Scenarios: Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Guest Service Team 7.0 Solution,https://www.shl.com/products/product-catalog/view/guest-service-team-7-0-solution/,Guest Service Team 7.0 Solution: Our Guest Service Team 7.0 solution is designed for team-oriented entry-level positions that involve a high degree of interaction with customers. The solution…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Healthcare Aide 7.0 Solution,https://www.shl.com/products/product-catalog/view/healthcare-aide-7-0-solution/,"Healthcare Aide 7.0 Solution: Our Healthcare Aide 7.0 solution is designed for individually-oriented, entry-level positions that directly support another person's health and well-being. The…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Healthcare Service Associate Solution,https://www.shl.com/products/product-catalog/view/healthcare-service-associate-solution/,Healthcare Service Associate Solution: The Healthcare Service Associate solution is for entry-level positions in a healthcare environment that require the employee to interact with patients.  Sample…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Hibernate (New),https://www.shl.com/products/product-catalog/view/hibernate-new/,"Hibernate (New): Multi-choice test that measures the knowledge of Hibernate architecture, Hibernate mapping and Hibernate query language(HQL).",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
HIPAA (Security),https://www.shl.com/products/product-catalog/view/hipaa-security/,HIPAA (Security): The HIPAA (Security) test measures knowledge of compliance with the standards required by the Security and Electronic Signature Standards as they apply to…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Healthcare Support Specialist Solution,https://www.shl.com/products/product-catalog/view/healthcare-support-specialist-solution/,Healthcare Support Specialist Solution: The Healthcare Support Specialist solution is for entry-level positions in a healthcare environment that do not require the employee to interact with patients…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
HiPo Unlocking Potential Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,"HiPo Unlocking Potential Report 2.0: This report draws insights from the Occupational Personality QuestionnaireTM (OPQ32). Used for individuals who are selected into a client’s HiPo program, it…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Host Solution,https://www.shl.com/products/product-catalog/view/host-solution/,"Host Solution: The Host solution is designed for entry level positions in the hospitality industry. Sample tasks include greeting guests, managing wait lists and showing…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
HTML5 (New),https://www.shl.com/products/product-catalog/view/html5-new/,HTML5 (New): Multi-choice test that measures the knowledge of HTML5 and its application in creating a user interface.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Housekeeping (New),https://www.shl.com/products/product-catalog/view/housekeeping-new/,"Housekeeping (New): Multi-choice test that measures the knowledge of housekeeping activities such as cleaning, laundry, room maintenance and routine checks.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
HTML/CSS (New),https://www.shl.com/products/product-catalog/view/htmlcss-new/,HTML/CSS (New): Multi-choice test that measures the knowledge of HTML to create a user interface and CSS to stylize it.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Human Resources (New),https://www.shl.com/products/product-catalog/view/human-resources-new/,Human Resources (New): Multi-choice test that measures the candidate on his/her knowledge and understanding of the basic concepts of Human Resources Management like planning…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
IBM Sterling Order Management System (New),https://www.shl.com/products/product-catalog/view/ibm-sterling-order-management-system-new/,"IBM Sterling Order Management System (New): Multi-choice test that measures the knowledge of the basic concepts of Sterling Order Management System installation, modeling, extensibility, inventory…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/industrial-engineering-new/,"Industrial Engineering (New): Multi-choice test that measures the conceptual knowledge of design, quality control, reliability, management and costing of manufacturing systems.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Industrial - Entry Level 7.1 (Americas),https://www.shl.com/products/product-catalog/view/industrial-entry-level-7-1-%28americas%29/,"Industrial - Entry Level 7.1 (Americas): Our Industrial – Entry Level 7.1 solution is designed for entry-level positions, and measures the behaviors and experiences that underlie successful and safe…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Industrial Professional and Skilled 7.1 Solution,https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-1-solution/,Industrial Professional and Skilled 7.1 Solution: Our Industrial – Professional and Skilled 7.1 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Industrial Professional and Skilled 7.1 (Americas),https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-1-%28americas%29/,Industrial Professional and Skilled 7.1 (Americas): Our Industrial – Professional and Skilled 7.1 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Industrial - Semi-skilled 7.1 (International),https://www.shl.com/products/product-catalog/view/industrial-semi-skilled-7-1-%28international%29/,Industrial - Semi-skilled 7.1 (International): Our Industrial – Semi-skilled 7.1 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and safe…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Informatica (Architecture) (New),https://www.shl.com/products/product-catalog/view/informatica-architecture-new/,"Informatica (Architecture) (New): Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Informatica (Developer) (New),https://www.shl.com/products/product-catalog/view/informatica-developer-new/,"Informatica (Developer) (New): Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Installation and Repair Technician Solution,https://www.shl.com/products/product-catalog/view/installation-and-repair-technician-solution/,Installation and Repair Technician Solution: The Installation and Repair Technician solution is designed for use with entry-level field technician positions in the telecommunications industry. The…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Insurance Agent Solution,https://www.shl.com/products/product-catalog/view/insurance-agent-solution/,"Insurance Agent Solution: The Insurance Agent solution is for mid-level professional positions in the insurance industry that sell property, casualty, automotive, or other types of…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Insurance Director Solution,https://www.shl.com/products/product-catalog/view/insurance-director-solution/,Insurance Director Solution: The Insurance Director solution is for senior-level management positions in the insurance companies that oversee sales functions across multiple brokerages…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Insurance Sales Manager Solution,https://www.shl.com/products/product-catalog/view/insurance-sales-manager-solution/,Insurance Sales Manager Solution: The Sales Manager solution is for entry- to mid-level management positions that involve supervising employees working in an insurance organization and have a…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
iOS Development (New),https://www.shl.com/products/product-catalog/view/ios-development-new/,"iOS Development (New): Multi-choice test that measures the knowledge of Objective C, NSObject, iOS fundamentals and UI design on iOS phones.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Java Design Patterns (New),https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,Java Design Patterns (New): Multi-choice test that measures the knowledge of the types of design patterns in Java and principles like threads and refactoring used in Java design patterns.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Java 8 (New),https://www.shl.com/products/product-catalog/view/java-8-new/,"Java 8 (New): Multi-choice test that measures the knowledge of Java class design, exceptions, generics, collections, concurrency, JDBC and Java I/O fundamentals.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Java Frameworks (New),https://www.shl.com/products/product-catalog/view/java-frameworks-new/,"Java Frameworks (New): Multi-choice test that measures the knowledge of different Java frameworks - Struts, Hibernate and Spring.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Java Platform Enterprise Edition 7 (Java EE 7),https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,"Java Platform Enterprise Edition 7 (Java EE 7): The Java Platform Enterprise Edition 7 (Java EE 7) test measures knowledge of the Java EE 7 architecture. Designed for Java programmers and architects, this…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Java Web Services (New),https://www.shl.com/products/product-catalog/view/java-web-services-new/,"Java Web Services (New): Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generics and inner class.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Jenkins (New),https://www.shl.com/products/product-catalog/view/jenkins-new/,"Jenkins (New): Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
jQuery (New),https://www.shl.com/products/product-catalog/view/jquery-new/,"jQuery (New): Multi-choice test that measures the knowledge of jQuery events and effects, jQuery animation, UI, references, and using jQuery with AJAX.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Kubernetes (New),https://www.shl.com/products/product-catalog/view/kubernetes-new/,"Kubernetes (New): Multi-choice test that measures the knowledge of the architecture, cluster and services of Kubernetes.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Linux Operating System,https://www.shl.com/products/product-catalog/view/linux-operating-system/,"Linux Operating System : Multi-choice test that measures the knowledge of Linux system, command line, filesystem, memory management, and process management.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Linux Programming (General),https://www.shl.com/products/product-catalog/view/linux-programming-general/,"Linux Programming (General): The Linux Programming (General) test measures knowledge of programming in a Linux environment. Designed for experienced programmers, this test covers the…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Manager + 7.0 Solution,https://www.shl.com/products/product-catalog/view/manager-7-0-solution-3955/,"Manager + 7.0 Solution: Our Manager + 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees, and includes SHL’s…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Manager 7.0 Solution,https://www.shl.com/products/product-catalog/view/manager-7-0-solution/,Manager 7.0 Solution: Our Manager 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Manager 7.1 (International),https://www.shl.com/products/product-catalog/view/manager-7-1-solution/,Manager 7.1 (International): Our Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Manager + 7.1 (Americas),https://www.shl.com/products/product-catalog/view/manager-7-1-solution-4242/,"Manager + 7.1 (Americas): Our Manager + 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees, and includes SHL’s…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Manager 8.0+ JFA,https://www.shl.com/products/product-catalog/view/manager-8-0-jfa-4310/,Manager 8.0+ JFA: The Manager 8.0+ Job-Focused Assessment is designed for candidates applying to their first leadership positions and includes SHL’s new innovative mobile-first…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Manager - Short Form,https://www.shl.com/products/product-catalog/view/manager-short-form/,Manager - Short Form: The Manager solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Managerial Scenarios Candidate Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-candidate-report/,Managerial Scenarios Candidate Report: Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Maven (New),https://www.shl.com/products/product-catalog/view/maven-new/,"Maven (New): Multi-choice test that measures the knowledge of Maven installation, dependencies, Project Object Model (POM), builds and plugins.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Manufacturing Production Team Member,https://www.shl.com/products/product-catalog/view/manufacturing-production-team-member/,Manufacturing Production Team Member: The Manufacturing Production Team Member solution is designed for entry-level positions to measure the behaviors and experiences that underlie successful and…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Manufac. & Indust. - Mechanical & Vigilance 8.0,https://www.shl.com/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/,Manufac. & Indust. - Mechanical & Vigilance 8.0: The Manufacturing & Industrial Mechanical & Vigilance Focus 8.0 Job-Focused Assessment   measures the behaviors that underlie successful and safe performance…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Mechanical Engineering (New),https://www.shl.com/products/product-catalog/view/mechanical-engineering-new/,"Mechanical Engineering (New): Multi-choice test that measures the conceptual knowledge of fluid and machine mechanics, thermodynamics, IC engines and manufacturing science.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Manufacturing & Industrial - Mechanical Focus 8.0,https://www.shl.com/products/product-catalog/view/mechanical-focus-8-0/,Manufacturing & Industrial - Mechanical Focus 8.0: The Manufacturing & Industrial Mechanical Focus 8.0 Job-Focused Assessment measures the   behaviors that underlie successful and safe performance in an…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
MFS 360 Enterprise Leadership Report,https://www.shl.com/products/product-catalog/view/mfs-360-enterprise-leadership-report/,"MFS 360 Enterprise Leadership Report: The layout of this report follows the standard MFS 360 report but this is based on the Enterprise Leadership competency model, not the UCF model. The report…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
MFS 360 UCF Group Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-group-report/,MFS 360 UCF Group Report: This report follows the standard layout of the 360 report but incorporates the average scores for a group of participants. The report can be generated for all…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Managerial Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-narrative-report/,Managerial Scenarios Narrative Report: Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
MFS 360 UCF Standard Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-standard-report/,MFS 360 UCF Standard Report: This is the default MFS report. It is based on the UCF20 competency model. The report will only show those scales that were selected as part of the…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
MFS 360 UCF Performance Potential Dev Tips Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/,MFS 360 UCF Performance Potential Dev Tips Report: This report is more or less identical to the standard MFS report but with an additional section that looks at the performance versus the potential and plots…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Microservices (New),https://www.shl.com/products/product-catalog/view/microservices-new/,"Microservices (New): Multi-choice test that measures the knowledge of Microservices architecture, SOA, and Microservices patterns.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Manufacturing Skilled Maintenance Worker,https://www.shl.com/products/product-catalog/view/manufacturing-skilled-maintenance-worker/,Manufacturing Skilled Maintenance Worker: The Manufacturing Skilled Maintenance solution is designed for entry-level positions to measure the behaviors and experiences that underlie successful and safe…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Microsoft Excel 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-excel-365-essentials-new/,"Microsoft Excel 365 - Essentials (New): The Microsoft Excel 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Microsoft Excel 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-excel-365-new/,"Microsoft Excel 365 (New): The Microsoft Excel 365 simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Mechatronics Engineering (New),https://www.shl.com/products/product-catalog/view/mechatronics-engineering-new/,"Mechatronics Engineering (New): Multi-choice test that measures the knowledge related to basic mechatronics systems, components, sensors, feedback devices, control elements, actuators…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Microsoft SQL Server 2014 Programming,https://www.shl.com/products/product-catalog/view/microsoft-sql-server-2014-programming/,Microsoft SQL Server 2014 Programming: The Microsoft SQL Server 2014 Programming test measures knowledge of Microsoft Structure Query Language (SQL) Server 2014 Programming. Designed for experienced…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Microsoft Windows Server 2012 Administration,https://www.shl.com/products/product-catalog/view/microsoft-windows-server-2012-administration/,Microsoft Windows Server 2012 Administration: The Microsoft Windows Server 2012 Administration test measures knowledge of Windows Server Administration. Designed for experienced Network Administrators…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Mineral Engineering (New),https://www.shl.com/products/product-catalog/view/mineral-engineering-new/,"Mineral Engineering (New): Multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Micro Focus Unified Functional Testing (New),https://www.shl.com/products/product-catalog/view/micro-focus-unified-functional-testing-new/,Micro Focus Unified Functional Testing (New): Multi-choice test that measures the knowledge of automation testing using the QTP tool.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Molecular Biology (New),https://www.shl.com/products/product-catalog/view/molecular-biology-new/,"Molecular Biology (New): Multi-choice test that measures the knowledge of molecular genetics, transgenics, rDNA technology, chromosomal genetics, transformation and related processes.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Mobility (New),https://www.shl.com/products/product-catalog/view/mobility-new/,Mobility (New): Multi-choice test that measures the knowledge on topics related to mobility and mobile computing.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Microsoft Dynamics Development (New),https://www.shl.com/products/product-catalog/view/microsoft-dynamics-development-new/,"Microsoft Dynamics Development (New): Multi-choice test that measures the knowledge of Microsoft Dynamics installation, sales process, service management, administration, configuration, entity…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
MongoDB (New),https://www.shl.com/products/product-catalog/view/mongodb-new/,"MongoDB (New): Multi-choice test that measures the conceptual knowledge of MongoDB like sharding, replication, indexing, security and storage. It also checks the knowledge of…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Motivation Questionnaire MQM5,https://www.shl.com/products/product-catalog/view/motivation-questionnaire-mqm5/,"Motivation Questionnaire MQM5: By understanding what motivates their staff, managers can unlock each individual’s full potential and direct their energies more constructively. This…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Microsoft Outlook 2013 (adaptive),https://www.shl.com/products/product-catalog/view/microsoft-outlook-2013-adaptive/,"Microsoft Outlook 2013 (adaptive): The Microsoft Outlook 2013 (adaptive) test measures knowledge of Microsoft Outlook 2013. Designed for professionals, this test includes the following topics…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",Yes
MQ Employee Motivation Report,https://www.shl.com/products/product-catalog/view/mq-employee-motivation-report/,"MQ Employee Motivation Report: The MQ Employee Motivation Report is ideal for use by line managers and those concerned with employee’s performance and well being, the Employee Motivation…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,"Microsoft PowerPoint 365 - Essentials (New): The Microsoft PowerPoint 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft PowerPoint, and…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Mining Engineering (New),https://www.shl.com/products/product-catalog/view/mining-engineering-new/,"Mining Engineering (New): Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Microsoft Word 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-new/,"Microsoft Word 365 (New): The Microsoft Word 365 simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
MS Office Basic Computer Literacy (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-new/,"MS Office Basic Computer Literacy (New): Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,"MS Office Basic Computer Literacy (Sim) (New): Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Microsoft Word 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-essentials-new/,"Microsoft Word 365 - Essentials (New): The Microsoft Word 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
MS Word (New),https://www.shl.com/products/product-catalog/view/ms-word-new/,MS Word (New): Multi-choice test that measures the ability to use MS Word to record and save textual information.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Multitasking Ability,https://www.shl.com/products/product-catalog/view/multitasking-ability/,"Multitasking Ability: The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
.NET MVC (New),https://www.shl.com/products/product-catalog/view/net-mvc-new/,".NET MVC (New): Multi-choice test that measures the knowledge of Model-View-Controller (MVC) architecture, validation, security, routing, and areas.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
.NET MVVM (New),https://www.shl.com/products/product-catalog/view/net-mvvm-new/,".NET MVVM (New): Multi-choice test that measures the knowledge of MVVM pattern, scenarios, data validation, ViewModel communication and Quick-start.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
.NET WPF (New),https://www.shl.com/products/product-catalog/view/net-wpf-new/,".NET WPF (New): Multi-choice test that measures the knowledge of .NET basics, WPF, XAML controls, events, layouts, working with WPF windows/menus and deploying WPF…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
MQ Motivation Report Pack,https://www.shl.com/products/product-catalog/view/mq-motivation-report-pack/,"MQ Motivation Report Pack: The MQ Report pack consists of the Profile Chart, Employee Motivation Report and the Candidate Report and is a cost effective way of ensuring that your…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
MS PowerPoint (New),https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,"MS PowerPoint (New): Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
MQ Candidate Motivation Report,https://www.shl.com/products/product-catalog/view/mq-candidate-motivation-report/,MQ Candidate Motivation Report: The Candidate Motivation Report is designed as a feedback report for the individual. It provides an in-depth and easy-to-understand evaluation of an…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Node.js (New),https://www.shl.com/products/product-catalog/view/node-js-new/,"Node.js (New): Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
.NET XAML (New),https://www.shl.com/products/product-catalog/view/net-xaml-new/,".NET XAML (New): Multi-choice test that measures the knowledge of XAML triggers, data binding, custom controls and layouts.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Nursing Assistant Solution,https://www.shl.com/products/product-catalog/view/nursing-assistant-solution/,"Nursing Assistant Solution: The Nursing Assistant solution is for entry-level positions in a clinic or hospital environment. Sample tasks for this job include, but are not limited to…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Nurse Solution,https://www.shl.com/products/product-catalog/view/nurse-solution/,"Nurse Solution: The Nurse solution is for professional-level healthcare nursing positions that require licensing or registration.  Sample tasks for these jobs include, but are…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
MS Access (New),https://www.shl.com/products/product-catalog/view/ms-access-new/,MS Access (New): Multi-choice test that measures the knowledge and basic understanding of MS Access programming.,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
MQ Profile,https://www.shl.com/products/product-catalog/view/mq-profile/,MQ Profile: The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
MS Excel (New),https://www.shl.com/products/product-catalog/view/ms-excel-new/,"MS Excel (New): Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Occupational Personality Questionnaire OPQ32r,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,"Occupational Personality Questionnaire OPQ32r: The SHL Occupational Personality Questionnaire, the OPQ32, is one of the most widely used and respected measures of workplace behavioural style in the world…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
MuleSoft Development (New),https://www.shl.com/products/product-catalog/view/mulesoft-development-new/,"MuleSoft Development (New): Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment.",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
.NET Framework 4.5,https://www.shl.com/products/product-catalog/view/net-framework-4-5/,".NET Framework 4.5: The.NET Framework 4.5 test measures knowledge of .NET environment. Designed for experienced users, this test covers the following topics: Application…",N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
Network Engineer/Analyst Solution,https://www.shl.com/products/product-catalog/view/network-engineeranalyst-solution/,Network Engineer/Analyst Solution: The Network Engineer/Analyst solution is designed for use with professional level telecommunications engineers and network analysts. The solution is focused on…,N/A,"[""Skill"", ""Behavior"", ""Ability"", ""Personality""]",No
